seq	s	e	gc	n
chr3	27600000	27700000	0.45794	0.0
chr3	27700000	27800000	0.45949	0.0
chr3	27800000	27900000	0.47636	0.0
chr3	27900000	28000000	0.48211	0.0
chr3	28000000	28100000	0.42954	0.0
chr3	28100000	28200000	0.46243	0.0
chr3	28200000	28300000	0.5035	0.0
chr3	28300000	28400000	0.51103	0.0
chr3	28400000	28500000	0.52123	0.0
chr3	28500000	28600000	0.50931	0.0
chr3	28600000	28700000	0.52965	0.0
chr3	28700000	28800000	0.51915	0.0
chr3	28800000	28900000	0.50852	0.0
chr3	28900000	29000000	0.48663	0.0
chr3	29000000	29100000	0.51269	0.0
chr3	29100000	29200000	0.49979	0.0
chr3	29200000	29300000	0.50173	0.0
chr3	29300000	29400000	0.52264	0.0
chr3	29400000	29500000	0.51564	0.0
chr3	29500000	29600000	0.53071	0.0
chr3	29600000	29700000	0.51085	0.0
chr3	29700000	29800000	0.52617	0.0
chr3	29800000	29900000	0.51296	0.0
chr3	29900000	30000000	0.42838	0.0
chr3	30000000	30100000	0.42095	0.0
chr3	30100000	30200000	0.41482	0.0
chr3	30200000	30300000	0.40051	0.0
chr3	30300000	30400000	0.41572	0.0
chr3	30400000	30500000	0.43148	0.0
chr3	30500000	30600000	0.43579	0.0
chr3	30600000	30700000	0.48909	0.0
chr3	30700000	30800000	0.5083	0.0
chr3	30800000	30900000	0.52244	0.0
chr3	30900000	31000000	0.52184	0.0
chr3	31000000	31100000	0.52017	0.0
chr3	31100000	31200000	0.52129	0.0
chr3	31200000	31300000	0.48773	0.0
chr3	31300000	31400000	0.51396	0.0
chr3	31400000	31500000	0.54754	0.0
chr3	31500000	31600000	0.49312	0.0
chr3	31600000	31700000	0.51395	0.0
chr3	31700000	31800000	0.50282	0.0
chr3	31800000	31900000	0.49901	0.0
chr3	31900000	32000000	0.51169	0.0
chr3	32000000	32100000	0.49725	0.0
chr3	32100000	32200000	0.50974	0.0
chr3	32200000	32300000	0.50741	0.0
chr3	32300000	32400000	0.48219	0.0
chr3	32400000	32500000	0.50123	0.0
chr3	32500000	32600000	0.47632	0.0
chr3	32600000	32700000	0.49956	0.0
chr3	32700000	32800000	0.49399	0.0
chr3	32800000	32900000	0.45222	0.0
chr3	32900000	33000000	0.50288	0.0
chr3	33000000	33100000	0.47508	0.0
chr3	33100000	33200000	0.48344	0.0
chr3	33200000	33300000	0.50269	0.0
chr3	33300000	33400000	0.49026	0.0
chr3	33400000	33500000	0.50833	0.0
chr3	33500000	33600000	0.49759	0.0
chr3	33600000	33700000	0.46549	0.0
chr3	33700000	33800000	0.50553	0.0
chr3	33800000	33900000	0.48378	0.0
chr3	33900000	34000000	0.48458	0.0
chr3	34000000	34100000	0.52172	0.0
chr3	34100000	34200000	0.52165	0.0
chr3	34200000	34300000	0.50515	0.0
chr3	34300000	34400000	0.52849	0.0
chr3	34400000	34500000	0.50804	0.0
chr3	34500000	34600000	0.51874	0.0
chr3	34600000	34700000	0.49799	0.0
chr3	34700000	34800000	0.49093	0.0
chr3	34800000	34900000	0.48994	0.0
chr3	34900000	35000000	0.51539	0.0
chr3	35000000	35100000	0.53135	0.0
chr3	35100000	35200000	0.52556	0.0
chr3	35200000	35300000	0.48143	0.0
chr3	35300000	35400000	0.48451	0.0
chr3	35400000	35500000	0.4978	0.0
chr3	35500000	35600000	0.53213	0.0
chr3	35600000	35700000	0.48711	0.0
chr3	35700000	35800000	0.50454	0.0
chr3	35800000	35900000	0.50743	0.0
chr3	35900000	36000000	0.49255	0.0
chr3	36000000	36100000	0.52662	0.0
chr3	36100000	36200000	0.48381	0.0
chr3	36200000	36300000	0.5095	0.0
chr3	36300000	36400000	0.51393	0.0
chr3	36400000	36500000	0.51374	0.0
chr3	36500000	36600000	0.49258	0.0
chr3	36600000	36700000	0.51704	0.0
chr3	36700000	36800000	0.46929	0.0
chr3	36800000	36900000	0.48965	0.0
chr3	36900000	37000000	0.49547	0.0
chr3	37000000	37100000	0.46691	0.0
chr3	37100000	37200000	0.47109	0.0
chr3	37200000	37300000	0.50506	0.0
chr3	37300000	37400000	0.51099	0.0
chr3	37400000	37500000	0.50205	0.0
chr3	37500000	37600000	0.49256	0.0
chr3	37600000	37700000	0.4752	0.0
chr3	37700000	37800000	0.48117	0.0
chr3	37800000	37900000	0.49289	0.0
chr3	37900000	38000000	0.40139	0.0
chr3	38000000	38100000	0.40699	0.0
chr3	38100000	38200000	0.4364	0.0
chr3	38200000	38300000	0.45355	0.0
chr3	38300000	38400000	0.48514	0.0
chr3	38400000	38500000	0.43721	0.0
chr3	38500000	38600000	0.46833	0.0
chr3	38600000	38700000	0.47469	0.0
chr3	38700000	38800000	0.42837	0.0
chr3	38800000	38900000	0.44021	0.0
chr3	38900000	39000000	0.46202	0.0
chr3	39000000	39100000	0.47459	0.0
chr3	39100000	39200000	0.47844	0.0
chr3	39200000	39300000	0.4716	0.0
chr3	39300000	39400000	0.52167	0.0
chr3	39400000	39500000	0.51552	0.0
chr3	39500000	39600000	0.49183	0.0
chr3	39600000	39700000	0.47918	0.0
chr3	39700000	39800000	0.48677	0.0
chr3	39800000	39900000	0.47134	0.0
chr3	39900000	40000000	0.47582	0.0
chr3	40000000	40100000	0.41331	0.0
chr3	40100000	40200000	0.40132	0.0
chr3	40200000	40300000	0.39189	0.0
chr3	40300000	40400000	0.39739	0.0
chr3	40400000	40500000	0.385	0.0
chr3	40500000	40600000	0.38332	0.0
chr3	40600000	40700000	0.38965	0.0
chr3	40700000	40800000	0.38319	0.0
chr3	40800000	40900000	0.37585	0.0
chr3	40900000	41000000	0.38342	0.0
chr3	41000000	41100000	0.38076	0.0
chr3	41100000	41200000	0.4049	0.0
chr3	41200000	41300000	0.39694	0.0
chr3	41300000	41400000	0.4094	0.0
chr3	41400000	41500000	0.41322	0.0
chr3	41500000	41600000	0.39005	0.0
chr3	41600000	41700000	0.38545	0.0
chr3	41700000	41800000	0.39873	0.0
chr3	41800000	41900000	0.39221	0.0
chr3	41900000	42000000	0.50307	0.0
chr3	42000000	42100000	0.45146	0.0
chr3	42100000	42200000	0.42703	0.0
chr3	42200000	42300000	0.40453	0.0
chr3	42300000	42400000	0.38616	0.0
chr3	42400000	42500000	0.41191	0.0
chr3	42500000	42600000	0.47941	0.0
chr3	42600000	42700000	0.46711	0.0
chr3	42700000	42800000	0.48948	0.0
chr3	42800000	42900000	0.48687	0.0
chr3	42900000	43000000	0.41574	0.0
chr3	43000000	43100000	0.39481	0.0
chr3	43100000	43200000	0.47526	0.0
chr3	43200000	43300000	0.39449	0.0
chr3	43300000	43400000	0.40232	0.0
chr3	43400000	43500000	0.41081	0.0
chr3	43500000	43600000	0.40244	0.0
chr3	43600000	43700000	0.39655	0.0
chr3	43700000	43800000	0.38453	0.0
chr3	43800000	43900000	0.39166	0.0
chr3	43900000	44000000	0.38122	0.0
chr3	44000000	44100000	0.37847	0.0
chr3	44100000	44200000	0.36761	0.0
chr3	44200000	44300000	0.37012	0.0
chr3	44300000	44400000	0.3784	0.0
chr3	44400000	44500000	0.38239	0.0
chr3	44500000	44600000	0.37367	0.0
chr3	44600000	44700000	0.38158	0.0
chr3	44700000	44800000	0.3651	0.0
chr3	44800000	44900000	0.37612	0.0
chr3	44900000	45000000	0.37808	0.0
chr3	45000000	45100000	0.35503	0.0
chr3	45100000	45200000	0.36071	0.0
chr3	45200000	45300000	0.35231	0.0
chr3	45300000	45400000	0.36824	0.0
chr3	45400000	45500000	0.35896	0.0
chr3	45500000	45600000	0.3622	0.0
chr3	45600000	45700000	0.37798	0.0
chr3	45700000	45800000	0.36235	0.0
chr3	45800000	45900000	0.36497	0.0
chr3	45900000	46000000	0.37678	0.0
chr3	46000000	46100000	0.3768	0.0
chr3	46100000	46200000	0.37971	0.0
chr3	46200000	46300000	0.36493	0.0
chr3	46300000	46400000	0.36701	0.0
chr3	46400000	46500000	0.37895	0.0
chr3	46500000	46600000	0.36784	0.0
chr3	46600000	46700000	0.36874	0.0
chr3	46700000	46800000	0.37213	0.0
chr3	46800000	46900000	0.3621	0.0
chr3	46900000	47000000	0.36878	0.0
chr3	47000000	47100000	0.36476	0.0
chr3	47100000	47200000	0.37737	0.0
chr3	47200000	47300000	0.36809	0.0
chr3	47300000	47400000	0.38045	0.0
chr3	47400000	47500000	0.37369	0.0
chr3	47500000	47600000	0.37576	0.0
chr3	47600000	47700000	0.37262	0.0
chr3	47700000	47800000	0.40317	0.0
chr3	47800000	47900000	0.37345	0.0
chr3	47900000	48000000	0.38534	0.0
chr3	48000000	48100000	0.3836	0.0
chr3	48100000	48200000	0.38638	0.0
chr3	48200000	48300000	0.38766	0.0
chr3	48300000	48400000	0.40436	0.0
chr3	48400000	48500000	0.39554	0.0
chr3	48500000	48600000	0.38839	0.0
chr3	48600000	48700000	0.37854	0.0
chr3	48700000	48800000	0.38334	0.0
chr3	48800000	48900000	0.38713	0.0
chr3	48900000	49000000	0.407	0.0
chr3	49000000	49100000	0.41487	0.0
chr3	49100000	49200000	0.41101	0.0
chr3	49200000	49300000	0.39962	0.0
chr3	49300000	49400000	0.37776	0.0
chr3	49400000	49500000	0.37928	0.0
chr3	49500000	49600000	0.39452	0.0
chr3	49600000	49700000	0.4107	0.0
chr3	49700000	49800000	0.42806	0.0
chr3	49800000	49900000	0.41432	0.0
chr3	49900000	50000000	0.40476	0.0
chr3	50000000	50100000	0.39089	0.0
chr3	50100000	50200000	0.38531	0.0
chr3	50200000	50300000	0.38549	0.0
chr3	50300000	50400000	0.37847	0.0
chr3	50400000	50500000	0.38367	0.0
chr3	50500000	50600000	0.38168	0.0
chr3	50600000	50700000	0.37392	0.0
chr3	50700000	50800000	0.37216	0.0
chr3	50800000	50900000	0.38012	0.0
chr3	50900000	51000000	0.37005	0.0
chr3	51000000	51100000	0.37477	0.0
chr3	51100000	51200000	0.37304	0.0
chr3	51200000	51300000	0.37719	0.0
chr3	51300000	51400000	0.36948	0.0
chr3	51400000	51500000	0.37315	0.0
chr3	51500000	51600000	0.36491	0.0
chr3	51600000	51700000	0.39277	0.0
chr3	51700000	51800000	0.37223	0.0
chr3	51800000	51900000	0.36651	0.0
chr3	51900000	52000000	0.37391	0.0
chr3	52000000	52100000	0.36935	0.0
chr3	52100000	52200000	0.37132	0.0
chr3	52200000	52300000	0.3797	0.0
chr3	52300000	52400000	0.37508	0.0
chr3	52400000	52500000	0.37807	0.0
chr3	52500000	52600000	0.37964	0.0
chr3	52600000	52700000	0.37659	0.0
chr3	52700000	52800000	0.37702	0.0
chr3	52800000	52900000	0.38504	0.0
chr3	52900000	53000000	0.38209	0.0
chr3	53000000	53100000	0.38636	0.0
chr3	53100000	53200000	0.3965	0.0
chr3	53200000	53300000	0.40727	0.0
chr3	53300000	53400000	0.40355	0.0
chr3	53400000	53500000	0.41504	0.0
chr3	53500000	53600000	0.39681	0.0
chr3	53600000	53700000	0.38183	0.0
chr3	53700000	53800000	0.35863	0.0
chr3	53800000	53900000	0.37523	0.0
chr3	53900000	54000000	0.38467	0.0
chr3	54000000	54100000	0.386	0.0
chr3	54100000	54200000	0.43278	0.0
chr3	54200000	54300000	0.42233	0.0
chr3	54300000	54400000	0.39355	0.0
chr3	54400000	54500000	0.4581	0.0
chr3	54500000	54600000	0.45918	0.0
chr3	54600000	54700000	0.4445	0.0
chr3	54700000	54800000	0.42986	0.0
chr3	54800000	54900000	0.42569	0.0
chr3	54900000	55000000	0.43614	0.0
chr3	55000000	55100000	0.42963	0.0
chr3	55100000	55200000	0.39175	0.0
chr3	55200000	55300000	0.40438	0.0
chr3	55300000	55400000	0.3949	0.0
chr3	55400000	55500000	0.40323	0.0
chr3	55500000	55600000	0.41227	0.0
chr3	55600000	55700000	0.40731	0.0
chr3	55700000	55800000	0.40933	0.0
chr3	55800000	55900000	0.40993	0.0
chr3	55900000	56000000	0.41734	0.0
chr3	56000000	56100000	0.40271	0.0
chr3	56100000	56200000	0.39825	0.0
chr3	56200000	56300000	0.39797	0.0
chr3	56300000	56400000	0.4073	0.0
chr3	56400000	56500000	0.41276	0.0
chr3	56500000	56600000	0.41865	0.0
chr3	56600000	56700000	0.423	0.0
chr3	56700000	56800000	0.41854	0.0
chr3	56800000	56900000	0.43427	0.0
chr3	56900000	57000000	0.41038	0.0
chr3	57000000	57100000	0.41916	0.0
chr3	57100000	57200000	0.42232	0.0
chr3	57200000	57300000	0.42583	0.0
chr3	57300000	57400000	0.43497	0.0
chr3	57400000	57500000	0.44529	0.0
chr3	57500000	57600000	0.44638	0.0
chr3	57600000	57700000	0.42705	0.0
chr3	57700000	57800000	0.44088	0.0
chr3	57800000	57900000	0.43764	0.0
chr3	57900000	58000000	0.4278	0.0
chr3	58000000	58100000	0.38563	0.0
chr3	58100000	58200000	0.38823	0.0
chr3	58200000	58300000	0.40655	0.0
chr3	58300000	58400000	0.38954	0.0
chr3	58400000	58500000	0.38905	0.0
chr3	58500000	58600000	0.38103	0.0
chr3	58600000	58700000	0.37767	0.0
chr3	58700000	58800000	0.37426	0.0
chr3	58800000	58900000	0.38331	0.0
chr3	58900000	59000000	0.39625	0.0
chr3	59000000	59100000	0.38516	0.0
chr3	59100000	59200000	0.37691	0.0
chr3	59200000	59300000	0.37489	0.0
chr3	59300000	59400000	0.37779	0.0
chr3	59400000	59500000	0.36602	0.0
chr3	59500000	59600000	0.36139	0.0
chr3	59600000	59700000	0.36088	0.0
chr3	59700000	59800000	0.3693	0.0
chr3	59800000	59900000	0.37191	0.0
chr3	59900000	60000000	0.36462	0.0
chr3	60000000	60100000	0.37601	0.0
chr3	60100000	60200000	0.38255	0.0
chr3	60200000	60300000	0.36689	0.0
chr3	60300000	60400000	0.37563	0.0
chr3	60400000	60500000	0.35861	0.0
chr3	60500000	60600000	0.37887	0.0
chr3	60600000	60700000	0.36713	0.0
chr3	60700000	60800000	0.3704	0.0
chr3	60800000	60900000	0.37991	0.0
chr3	60900000	61000000	0.36938	0.0
chr3	61000000	61100000	0.37395	0.0
chr3	61100000	61200000	0.3682	0.0
chr3	61200000	61300000	0.3742	0.0
chr3	61300000	61400000	0.37028	0.0
chr3	61400000	61500000	0.37976	0.0
chr3	61500000	61600000	0.37263	0.0
chr3	61600000	61700000	0.37855	0.0
chr3	61700000	61800000	0.38941	0.0
chr3	61800000	61900000	0.39144	0.0
chr3	61900000	62000000	0.39914	0.0
chr3	62000000	62100000	0.4062	0.0
chr3	62100000	62200000	0.42678	0.0
chr3	62200000	62300000	0.42889	0.0
chr3	62300000	62400000	0.41543	0.0
chr3	62400000	62500000	0.39695	0.0
chr3	62500000	62600000	0.39477	0.0
chr3	62600000	62700000	0.38311	0.0
chr3	62700000	62800000	0.38818	0.0
chr3	62800000	62900000	0.39283	0.0
chr3	62900000	63000000	0.3944	0.0
chr3	63000000	63100000	0.39173	0.0
chr3	63100000	63200000	0.40795	0.0
chr3	63200000	63300000	0.3951	0.0
chr3	63300000	63400000	0.41235	0.0
chr3	63400000	63500000	0.43921	0.0
chr3	63500000	63600000	0.43558	0.0
chr3	63600000	63700000	0.43751	0.0
chr3	63700000	63800000	0.42701	0.0
chr3	63800000	63900000	0.40789	0.0
chr3	63900000	64000000	0.415	0.0
chr3	64000000	64100000	0.42601	0.0
chr3	64100000	64200000	0.42114	0.0
chr3	64200000	64300000	0.45039	0.0
chr3	64300000	64400000	0.45436	0.0
chr3	64400000	64500000	0.44288	0.0
chr3	64500000	64600000	0.45938	0.0
chr3	64600000	64700000	0.46208	0.0
chr3	64700000	64800000	0.46103	0.0
chr3	64800000	64900000	0.40811	0.0
chr3	64900000	65000000	0.4016	0.0
chr3	65000000	65100000	0.41448	0.0
chr3	65100000	65200000	0.40925	0.0
chr3	65200000	65300000	0.44043	0.0
chr3	65300000	65400000	0.42514	0.0
chr3	65400000	65500000	0.43944	0.0
chr3	65500000	65600000	0.44477	0.0
chr3	65600000	65700000	0.43684	0.0
chr3	65700000	65800000	0.42677	0.0
chr3	65800000	65900000	0.40905	0.0
chr3	65900000	66000000	0.41055	0.0
chr3	66000000	66100000	0.40735	0.0
chr3	66100000	66200000	0.39316	0.0
chr3	66200000	66300000	0.41506	0.0
chr3	66300000	66400000	0.41658	0.0
chr3	66400000	66500000	0.41125	0.0
chr3	66500000	66600000	0.3934	0.0
chr3	66600000	66700000	0.40442	0.0
chr3	66700000	66800000	0.38972	0.0
chr3	66800000	66900000	0.39747	0.0
chr3	66900000	67000000	0.39374	0.0
chr3	67000000	67100000	0.3801	0.0
chr3	67100000	67200000	0.37265	0.0
chr3	67200000	67300000	0.36819	0.0
chr3	67300000	67400000	0.39692	0.0
chr3	67400000	67500000	0.42337	0.0
chr3	67500000	67600000	0.39297	0.0
chr3	67600000	67700000	0.40564	0.0
chr3	67700000	67800000	0.38838	0.0
chr3	67800000	67900000	0.37325	0.0
chr3	67900000	68000000	0.37912	0.0
chr3	68000000	68100000	0.36634	0.0
chr3	68100000	68200000	0.37178	0.0
chr3	68200000	68300000	0.37539	0.0
chr3	68300000	68400000	0.37557	0.0
chr3	68400000	68500000	0.36303	0.0
chr3	68500000	68600000	0.37926	0.0
chr3	68600000	68700000	0.37641	0.0
chr3	68700000	68800000	0.37869	0.0
chr3	68800000	68900000	0.37591	0.0
chr3	68900000	69000000	0.38681	0.0
chr3	69000000	69100000	0.385	0.0
chr3	69100000	69200000	0.39881	0.0
chr3	69200000	69300000	0.38882	0.0
chr3	69300000	69400000	0.37513	0.0
chr3	69400000	69500000	0.3887	0.0
chr3	69500000	69600000	0.38981	0.0
chr3	69600000	69700000	0.39217	0.0
chr3	69700000	69800000	0.37556	0.0
chr3	69800000	69900000	0.38989	0.0
chr3	69900000	70000000	0.40145	0.0
chr3	70000000	70100000	0.41367	0.0
chr3	70100000	70200000	0.40063	0.0
chr3	70200000	70300000	0.41533	0.0
chr3	70300000	70400000	0.42568	0.0
chr3	70400000	70500000	0.41706	0.0
chr3	70500000	70600000	0.4036	0.0
chr3	70600000	70700000	0.40564	0.0
chr3	70700000	70800000	0.39906	0.0
chr3	70800000	70900000	0.39802	0.0
chr3	70900000	71000000	0.40558	0.0
chr3	71000000	71100000	0.4082	0.0
chr3	71100000	71200000	0.42149	0.0
chr3	71200000	71300000	0.41169	0.0
chr3	71300000	71400000	0.40114	0.0
chr3	71400000	71500000	0.39083	0.0
chr3	71500000	71600000	0.38022	0.0
chr3	71600000	71700000	0.38237	0.0
chr3	71700000	71800000	0.38242	0.0
chr3	71800000	71900000	0.37355	0.0
chr3	71900000	72000000	0.38278	0.0
chr3	72000000	72100000	0.37813	0.0
chr3	72100000	72200000	0.37914	0.0
chr3	72200000	72300000	0.38084	0.0
chr3	72300000	72400000	0.37784	0.0
chr3	72400000	72500000	0.3785	0.0
chr3	72500000	72600000	0.38062	0.0
chr3	72600000	72700000	0.40479	0.0
chr3	72700000	72800000	0.38114	0.0
chr3	72800000	72900000	0.38418	0.0
chr3	72900000	73000000	0.37883	0.0
chr3	73000000	73100000	0.39265	0.0
chr3	73100000	73200000	0.39897	0.0
chr3	73200000	73300000	0.40627	0.0
chr3	73300000	73400000	0.42551	0.0
chr3	73400000	73500000	0.43924	0.0
chr3	73500000	73600000	0.45514	0.0
chr3	73600000	73700000	0.40809	0.0
chr3	73700000	73800000	0.37988	0.0
chr3	73800000	73900000	0.38877	0.0
chr3	73900000	74000000	0.41804	0.0
chr3	74000000	74100000	0.425	0.0
chr3	74100000	74200000	0.42408	0.0
chr3	74200000	74300000	0.42324	0.0
chr3	74300000	74400000	0.42823	0.0
chr3	74400000	74500000	0.40391	0.0
chr3	74500000	74600000	0.42961	0.0
chr3	74600000	74700000	0.43087	0.0
chr3	74700000	74800000	0.44507	0.0
chr3	74800000	74900000	0.43464	0.0
chr3	74900000	75000000	0.40835	0.0
chr3	75000000	75100000	0.40947	0.0
chr3	75100000	75200000	0.38153	0.0
chr3	75200000	75300000	0.43762	0.0
chr3	75300000	75400000	0.44154	0.0
chr3	75400000	75500000	0.44351	0.0
chr3	75500000	75600000	0.4572	0.0
chr3	75600000	75700000	0.43677	0.0
chr3	75700000	75800000	0.44737	0.0
chr3	75800000	75900000	0.44414	0.0
chr3	75900000	76000000	0.4103	0.0
chr3	76000000	76100000	0.41705	0.0
chr3	76100000	76200000	0.45331	0.0
chr3	76200000	76300000	0.42929	0.0
chr3	76300000	76400000	0.4459	0.0
chr3	76400000	76500000	0.41379	0.0
chr3	76500000	76600000	0.4373	0.0
chr3	76600000	76700000	0.4109	0.0
chr3	76700000	76800000	0.4582	0.0
chr3	76800000	76900000	0.45731	0.0
chr3	76900000	77000000	0.45569	0.0
chr3	77000000	77100000	0.45483	0.0
chr3	77100000	77200000	0.44025	0.0
chr3	77200000	77300000	0.45098	0.0
chr3	77300000	77400000	0.44732	0.0
chr3	77400000	77500000	0.44702	0.0
chr3	77500000	77600000	0.43721	0.0
chr3	77600000	77700000	0.44317	0.0
chr3	77700000	77800000	0.44595	0.0
chr3	77800000	77900000	0.44391	0.0
chr3	77900000	78000000	0.45228	0.0
chr3	78000000	78100000	0.42964	0.0
chr3	78100000	78200000	0.43645	0.0
chr3	78200000	78300000	0.41455	0.0
chr3	78300000	78400000	0.44253	0.0
chr3	78400000	78500000	0.39321	0.0
chr3	78500000	78600000	0.43673	0.0
chr3	78600000	78700000	0.42493	0.0
chr3	78700000	78800000	0.45548	0.0
chr3	78800000	78900000	0.46995	0.0
chr3	78900000	79000000	0.42769	0.0
chr3	79000000	79100000	0.40982	0.0
chr3	79100000	79200000	0.3801	0.0
chr3	79200000	79300000	0.42765	0.0
chr3	79300000	79400000	0.42944	0.0
chr3	79400000	79500000	0.43549	0.0
chr3	79500000	79600000	0.42042	0.0
chr3	79600000	79700000	0.42347	0.0
chr3	79700000	79800000	0.43211	0.0
chr3	79800000	79900000	0.38164	0.0
chr3	79900000	80000000	0.45602	0.0
chr3	80000000	80100000	0.47419	0.0
chr3	80100000	80200000	0.38992	0.0
chr3	80200000	80300000	0.42932	0.0
chr3	80300000	80400000	0.44651	0.0
chr3	80400000	80500000	0.4325	0.0
chr3	80500000	80600000	0.42726	0.0
chr3	80600000	80700000	0.42602	0.0
chr3	80700000	80800000	0.4288	0.0
chr3	80800000	80900000	0.44179	0.0
chr3	80900000	81000000	0.43596	0.0
chr3	81000000	81100000	0.43906	0.0
chr3	81100000	81200000	0.41558	0.0
chr3	81200000	81300000	0.41311	0.0
chr3	81300000	81400000	0.44807	0.0
chr3	81400000	81500000	0.43791	0.0
chr3	81500000	81600000	0.42117	0.0
chr3	81600000	81700000	0.42983	0.0
chr3	81700000	81800000	0.43559	0.0
chr3	81800000	81900000	0.43569	0.0
chr3	81900000	82000000	0.43884	0.0
chr3	82000000	82100000	0.44521	0.0
chr3	82100000	82200000	0.42331	0.0
chr3	82200000	82300000	0.42962	0.0
chr3	82300000	82400000	0.41879	0.0
chr3	82400000	82500000	0.42064	0.0
chr3	82500000	82600000	0.42765	0.0
chr3	82600000	82700000	0.43406	0.0
chr3	82700000	82800000	0.43285	0.0
chr3	82800000	82900000	0.4327	0.0
chr3	82900000	83000000	0.41775	0.0
chr3	83000000	83100000	0.42396	0.0
chr3	83100000	83200000	0.42692	0.0
chr3	83200000	83300000	0.41937	0.0
chr3	83300000	83400000	0.41204	0.0
chr3	83400000	83500000	0.40024	0.0
chr3	83500000	83600000	0.39536	0.0
chr3	83600000	83700000	0.3987	0.0
chr3	83700000	83800000	0.38474	0.0
chr3	83800000	83900000	0.39216	0.0
chr3	83900000	84000000	0.39487	0.0
chr3	84000000	84100000	0.3948	0.0
chr3	84100000	84200000	0.40911	0.0
chr3	84200000	84300000	0.39049	0.0
chr3	84300000	84400000	0.4022	0.0
chr3	84400000	84500000	0.39849	0.0
chr3	84500000	84600000	0.40151	0.0
chr3	84600000	84700000	0.40176	0.0
chr3	84700000	84800000	0.40823	0.0
chr3	84800000	84900000	0.40896	0.0
chr3	84900000	85000000	0.40658	0.0
chr3	85000000	85100000	0.39082	0.0
chr3	85100000	85200000	0.39362	0.0
chr3	85200000	85300000	0.39171	0.0
chr3	85300000	85400000	0.39184	0.0
chr3	85400000	85500000	0.39581	0.0
chr3	85500000	85600000	0.40657	0.0
chr3	85600000	85700000	0.39942	0.0
chr3	85700000	85800000	0.42871	0.0
chr3	85800000	85900000	0.40193	0.0
chr3	85900000	86000000	0.41015	0.0
chr3	86000000	86100000	0.40405	0.0
chr3	86100000	86200000	0.40651	0.0
chr3	86200000	86300000	0.40024	0.0
chr3	86300000	86400000	0.39534	0.0
chr3	86400000	86500000	0.38827	0.0
chr3	86500000	86600000	0.39083	0.0
chr3	86600000	86700000	0.36511	0.0
chr3	86700000	86800000	0.3769	0.0
chr3	86800000	86900000	0.38031	0.0
chr3	86900000	87000000	0.36419	0.0
chr3	87000000	87100000	0.37091	0.0
chr3	87100000	87200000	0.37132	0.0
chr3	87200000	87300000	0.35811	0.0
chr3	87300000	87400000	0.37209	0.0
chr3	87400000	87500000	0.37157	0.0
chr3	87500000	87600000	0.35973	0.0
chr3	87600000	87700000	0.3558	0.0
chr3	87700000	87800000	0.37713	0.0
chr3	87800000	87900000	0.37172	0.0
chr3	87900000	88000000	0.36398	0.0
chr3	88000000	88100000	0.37222	0.0
chr3	88100000	88200000	0.37964	0.0
chr3	88200000	88300000	0.37008	0.0
chr3	88300000	88400000	0.38123	0.0
chr3	88400000	88500000	0.37769	0.0
chr3	88500000	88600000	0.37714	0.0
chr3	88600000	88700000	0.3879	0.0
chr3	88700000	88800000	0.39394	0.0
chr3	88800000	88900000	0.38991	0.0
chr3	88900000	89000000	0.39821	0.0
chr3	89000000	89100000	0.40686	0.0
chr3	89100000	89200000	0.40233	0.0
chr3	89200000	89300000	0.42414	0.0
chr3	89300000	89400000	0.41493	0.0
chr3	89400000	89500000	0.39447	0.0
chr3	89500000	89600000	0.39551	0.0
chr3	89600000	89700000	0.39112	0.0
chr3	89700000	89800000	0.38949	0.0
chr3	89800000	89900000	0.38641	0.0
chr3	89900000	90000000	0.39487	0.0
chr3	90000000	90100000	0.42779	0.0
chr3	90100000	90200000	0.42238	0.0
chr3	90200000	90300000	0.4593	0.0
chr3	90300000	90400000	0.48344	0.0
chr3	90400000	90500000	0.45396	0.0
chr3	90500000	90600000	0.47206	0.0
chr3	90600000	90700000	0.43831	0.0
chr3	90700000	90800000	0.41946	0.0
chr3	90800000	90900000	0.38292	0.0
chr3	90900000	91000000	0.38332	0.0
chr3	91000000	91100000	0.38855	0.0
chr3	91100000	91200000	0.37269	0.0
chr3	91200000	91300000	0.37115	0.0
chr3	91300000	91400000	0.36164	0.0
chr3	91400000	91500000	0.35237	0.0
chr3	91500000	91600000	0.36503	0.0
chr3	91600000	91700000	0.36929	0.0
chr3	91700000	91800000	0.36232	0.0
chr3	91800000	91900000	0.36189	0.0
chr3	91900000	92000000	0.36987	0.0
chr3	92000000	92100000	0.37193	0.0
chr3	92100000	92200000	0.37417	0.0
chr3	92200000	92300000	0.35819	0.0
chr3	92300000	92400000	0.36728	0.0
chr3	92400000	92500000	0.36111	0.0
chr3	92500000	92600000	0.35773	0.0
chr3	92600000	92700000	0.37044	0.0
chr3	92700000	92800000	0.38049	0.0
chr3	92800000	92900000	0.36977	0.0
chr3	92900000	93000000	0.38508	0.0
chr3	93000000	93100000	0.37677	0.0
chr3	93100000	93200000	0.37197	0.0
chr3	93200000	93300000	0.3784	0.0
chr3	93300000	93400000	0.38653	0.0
chr3	93400000	93500000	0.38626	0.0
chr3	93500000	93600000	0.37855	0.0
chr3	93600000	93700000	0.37735	0.0
chr3	93700000	93800000	0.36297	0.0
chr3	93800000	93900000	0.36771	0.0
chr3	93900000	94000000	0.36525	0.0
chr3	94000000	94100000	0.36189	0.0
chr3	94100000	94200000	0.35214	0.0
