seq	s	e	gc	n
chr3	131000000	131100000	0.47375	0.0
chr3	131100000	131200000	0.45266	0.0
chr3	131200000	131300000	0.44402	0.0
chr3	131300000	131400000	0.42875	0.0
chr3	131400000	131500000	0.40329	0.0
chr3	131500000	131600000	0.40365	0.0
chr3	131600000	131700000	0.41015	0.0
chr3	131700000	131800000	0.39869	0.0
chr3	131800000	131900000	0.39163	0.0
chr3	131900000	132000000	0.38312	0.0
chr3	132000000	132100000	0.38907	0.0
chr3	132100000	132200000	0.39073	0.0
chr3	132200000	132300000	0.40303	0.0
chr3	132300000	132400000	0.39912	0.0
chr3	132400000	132500000	0.39127	0.0
chr3	132500000	132600000	0.43061	0.0
chr3	132600000	132700000	0.42561	0.0
chr3	132700000	132800000	0.39622	0.0
chr3	132800000	132900000	0.39616	0.0
chr3	132900000	133000000	0.40545	0.0
chr3	133000000	133100000	0.43752	0.0
chr3	133100000	133200000	0.41299	0.0
chr3	133200000	133300000	0.4276	0.0
chr3	133300000	133400000	0.41722	0.0
chr3	133400000	133500000	0.38923	0.0
chr3	133500000	133600000	0.39579	0.0
chr3	133600000	133700000	0.39305	0.0
chr3	133700000	133800000	0.38749	0.0
chr3	133800000	133900000	0.38479	0.0
chr3	133900000	134000000	0.39164	0.0
chr3	134000000	134100000	0.38045	0.0
chr3	134100000	134200000	0.37473	0.0
chr3	134200000	134300000	0.3769	0.0
chr3	134300000	134400000	0.38269	0.0
chr3	134400000	134500000	0.38303	0.0
chr3	134500000	134600000	0.38651	0.0
chr3	134600000	134700000	0.37669	0.0
chr3	134700000	134800000	0.39855	0.0
chr3	134800000	134900000	0.39727	0.0
chr3	134900000	135000000	0.42618	0.0
chr3	135000000	135100000	0.41459	0.0
chr3	135100000	135200000	0.41008	0.0
chr3	135200000	135300000	0.44875	0.0
chr3	135300000	135400000	0.44452	0.0
chr3	135400000	135500000	0.4146	0.0
chr3	135500000	135600000	0.41375	0.0
chr3	135600000	135700000	0.40572	0.0
chr3	135700000	135800000	0.39096	0.0
chr3	135800000	135900000	0.38854	0.0
chr3	135900000	136000000	0.37992	0.0
chr3	136000000	136100000	0.38451	0.0
chr3	136100000	136200000	0.39587	0.0
chr3	136200000	136300000	0.38452	0.0
chr3	136300000	136400000	0.40022	0.0
chr3	136400000	136500000	0.40734	0.0
chr3	136500000	136600000	0.4021	0.0
chr3	136600000	136700000	0.4042	0.0
chr3	136700000	136800000	0.3928	0.0
chr3	136800000	136900000	0.38975	0.0
chr3	136900000	137000000	0.39189	0.0
chr3	137000000	137100000	0.39076	0.0
chr3	137100000	137200000	0.39179	0.0
chr3	137200000	137300000	0.40894	0.0
chr3	137300000	137400000	0.41801	0.0
chr3	137400000	137500000	0.43123	0.0
chr3	137500000	137600000	0.43101	0.0
chr3	137600000	137700000	0.43682	0.0
chr3	137700000	137800000	0.43694	0.0
chr3	137800000	137900000	0.42825	0.0
chr3	137900000	138000000	0.43037	0.0
chr3	138000000	138100000	0.42445	0.0
chr3	138100000	138200000	0.43292	0.0
chr3	138200000	138300000	0.4282	0.0
chr3	138300000	138400000	0.43961	0.0
chr3	138400000	138500000	0.44975	0.0
chr3	138500000	138600000	0.45629	0.0
chr3	138600000	138700000	0.41457	0.0
chr3	138700000	138800000	0.40732	0.0
chr3	138800000	138900000	0.40798	0.0
chr3	138900000	139000000	0.39289	0.0
chr3	139000000	139100000	0.38816	0.0
chr3	139100000	139200000	0.38898	0.0
chr3	139200000	139300000	0.38347	0.0
chr3	139300000	139400000	0.37716	0.0
chr3	139400000	139500000	0.39115	0.0
chr3	139500000	139600000	0.39144	0.0
chr3	139600000	139700000	0.37221	0.0
chr3	139700000	139800000	0.37462	0.0
chr3	139800000	139900000	0.39078	0.0
chr3	139900000	140000000	0.36846	0.0
chr3	140000000	140100000	0.36863	0.0
chr3	140100000	140200000	0.36432	0.0
chr3	140200000	140300000	0.37137	0.0
chr3	140300000	140400000	0.36695	0.0
chr3	140400000	140500000	0.38065	0.0
chr3	140500000	140600000	0.36986	0.0
chr3	140600000	140700000	0.37048	0.0
chr3	140700000	140800000	0.37628	0.0
chr3	140800000	140900000	0.36736	0.0
chr3	140900000	141000000	0.37356	0.0
chr3	141000000	141100000	0.37379	0.0
chr3	141100000	141200000	0.3786	0.0
chr3	141200000	141300000	0.37258	0.0
chr3	141300000	141400000	0.38039	0.0
chr3	141400000	141500000	0.37845	0.0
chr3	141500000	141600000	0.39808	0.0
chr3	141600000	141700000	0.38706	0.0
chr3	141700000	141800000	0.3928	0.0
chr3	141800000	141900000	0.40531	0.0
chr3	141900000	142000000	0.40317	0.0
chr3	142000000	142100000	0.37583	0.0
chr3	142100000	142200000	0.41166	0.0
chr3	142200000	142300000	0.41904	0.0
chr3	142300000	142400000	0.40555	0.0
chr3	142400000	142500000	0.43194	0.0
chr3	142500000	142600000	0.37347	0.0
chr3	142600000	142700000	0.41928	0.0
chr3	142700000	142800000	0.39788	0.0
chr3	142800000	142900000	0.40534	0.0
chr3	142900000	143000000	0.39152	0.0
chr3	143000000	143100000	0.39324	0.0
chr3	143100000	143200000	0.39064	0.0
chr3	143200000	143300000	0.40566	0.0
chr3	143300000	143400000	0.4018	0.0
chr3	143400000	143500000	0.3958	0.0
chr3	143500000	143600000	0.40529	0.0
chr3	143600000	143700000	0.41237	0.0
chr3	143700000	143800000	0.42256	0.0
chr3	143800000	143900000	0.43056	0.0
chr3	143900000	144000000	0.44409	0.0
chr3	144000000	144100000	0.45483	0.0
chr3	144100000	144200000	0.44895	0.0
chr3	144200000	144300000	0.42901	0.0
chr3	144300000	144400000	0.44449	0.0
chr3	144400000	144500000	0.40769	0.0
chr3	144500000	144600000	0.40623	0.0
chr3	144600000	144700000	0.40086	0.0
chr3	144700000	144800000	0.41573	0.0
chr3	144800000	144900000	0.41912	0.0
chr3	144900000	145000000	0.41483	0.0
chr3	145000000	145100000	0.41028	0.0
chr3	145100000	145200000	0.39686	0.0
chr3	145200000	145300000	0.41649	0.0
chr3	145300000	145400000	0.44894	0.0
chr3	145400000	145500000	0.44746	0.0
chr3	145500000	145600000	0.43785	0.0
chr3	145600000	145700000	0.45864	0.0
chr3	145700000	145800000	0.45109	0.0
chr3	145800000	145900000	0.45953	0.0
chr3	145900000	146000000	0.45184	0.0
chr3	146000000	146100000	0.44756	0.0
chr3	146100000	146200000	0.42832	0.0
chr3	146200000	146300000	0.42572	0.0
chr3	146300000	146400000	0.44454	0.0
chr3	146400000	146500000	0.41734	0.0
chr3	146500000	146600000	0.41978	0.0
chr3	146600000	146700000	0.41505	0.0
chr3	146700000	146800000	0.41476	0.0
chr3	146800000	146900000	0.42084	0.0
chr3	146900000	147000000	0.41727	0.0
chr3	147000000	147100000	0.39328	0.0
chr3	147100000	147200000	0.3877	0.0
chr3	147200000	147300000	0.38522	0.0
chr3	147300000	147400000	0.3778	0.0
chr3	147400000	147500000	0.38586	0.0
chr3	147500000	147600000	0.39654	0.0
chr3	147600000	147700000	0.39493	0.0
chr3	147700000	147800000	0.39775	0.0
chr3	147800000	147900000	0.37971	0.0
chr3	147900000	148000000	0.38693	0.0
chr3	148000000	148100000	0.39587	0.0
chr3	148100000	148200000	0.39832	0.0
chr3	148200000	148300000	0.40231	0.0
chr3	148300000	148400000	0.41074	0.0
chr3	148400000	148500000	0.42274	0.0
chr3	148500000	148600000	0.4184	0.0
chr3	148600000	148700000	0.41725	0.0
chr3	148700000	148800000	0.42195	0.0
chr3	148800000	148900000	0.42933	0.0
chr3	148900000	149000000	0.4203	0.0
chr3	149000000	149100000	0.41928	0.0
chr3	149100000	149200000	0.40987	0.0
chr3	149200000	149300000	0.39695	0.0
chr3	149300000	149400000	0.38944	0.0
chr3	149400000	149500000	0.39118	0.0
chr3	149500000	149600000	0.3806	0.0
chr3	149600000	149700000	0.36986	0.0
chr3	149700000	149800000	0.37867	0.0
chr3	149800000	149900000	0.37276	0.0
chr3	149900000	150000000	0.36596	0.0
chr3	150000000	150100000	0.36623	0.0
chr3	150100000	150200000	0.37194	0.0
chr3	150200000	150300000	0.36813	0.0
chr3	150300000	150400000	0.37516	0.0
chr3	150400000	150500000	0.37099	0.0
chr3	150500000	150600000	0.36733	0.0
chr3	150600000	150700000	0.37202	0.0
chr3	150700000	150800000	0.37	0.0
chr3	150800000	150900000	0.37516	0.0
chr3	150900000	151000000	0.38602	0.0
chr3	151000000	151100000	0.37882	0.0
chr3	151100000	151200000	0.38433	0.0
chr3	151200000	151300000	0.38979	0.0
chr3	151300000	151400000	0.40022	0.0
chr3	151400000	151500000	0.40333	0.0
chr3	151500000	151600000	0.40926	0.0
chr3	151600000	151700000	0.41257	0.0
chr3	151700000	151800000	0.42726	0.0
chr3	151800000	151900000	0.4448	0.0
chr3	151900000	152000000	0.41198	0.0
chr3	152000000	152100000	0.44624	0.0
chr3	152100000	152200000	0.43766	0.0
chr3	152200000	152300000	0.44719	0.0
chr3	152300000	152400000	0.43452	0.0
chr3	152400000	152500000	0.44529	0.0
chr3	152500000	152600000	0.46036	0.0
chr3	152600000	152700000	0.44975	0.0
chr3	152700000	152800000	0.44103	0.0
chr3	152800000	152900000	0.4343	0.0
chr3	152900000	153000000	0.43912	0.0
chr3	153000000	153100000	0.44605	0.0
chr3	153100000	153200000	0.44863	0.0
chr3	153200000	153300000	0.44954	0.0
chr3	153300000	153400000	0.47	0.0
chr3	153400000	153500000	0.46286	0.0
chr3	153500000	153600000	0.43607	0.0
chr3	153600000	153700000	0.4483	0.0
chr3	153700000	153800000	0.43235	0.0
chr3	153800000	153900000	0.43408	0.0
chr3	153900000	154000000	0.43814	0.0
chr3	154000000	154100000	0.44741	0.0
chr3	154100000	154200000	0.43021	0.0
chr3	154200000	154300000	0.43276	0.0
chr3	154300000	154400000	0.44406	0.0
chr3	154400000	154500000	0.42188	0.0
chr3	154500000	154600000	0.42926	0.0
chr3	154600000	154700000	0.41014	0.0
chr3	154700000	154800000	0.40273	0.0
chr3	154800000	154900000	0.39139	0.0
chr3	154900000	155000000	0.3832	0.0
chr3	155000000	155100000	0.394	0.0
chr3	155100000	155200000	0.38348	0.0
chr3	155200000	155300000	0.3833	0.0
chr3	155300000	155400000	0.37908	0.0
chr3	155400000	155500000	0.37419	0.0
chr3	155500000	155600000	0.3714	0.0
chr3	155600000	155700000	0.38195	0.0
chr3	155700000	155800000	0.37354	0.0
chr3	155800000	155900000	0.37905	0.0
chr3	155900000	156000000	0.38554	0.0
chr3	156000000	156100000	0.38843	0.0
chr3	156100000	156200000	0.38758	0.0
chr3	156200000	156300000	0.38376	0.0
chr3	156300000	156400000	0.38947	0.0
chr3	156400000	156500000	0.39462	0.0
chr3	156500000	156600000	0.39296	0.0
chr3	156600000	156700000	0.40193	0.0
chr3	156700000	156800000	0.40066	0.0
chr3	156800000	156900000	0.4006	0.0
chr3	156900000	157000000	0.40696	0.0
chr3	157000000	157100000	0.40731	0.0
chr3	157100000	157200000	0.41918	0.0
chr3	157200000	157300000	0.4129	0.0
chr3	157300000	157400000	0.4106	0.0
chr3	157400000	157500000	0.41325	0.0
chr3	157500000	157600000	0.40989	0.0
chr3	157600000	157700000	0.41132	0.0
chr3	157700000	157800000	0.39043	0.0
chr3	157800000	157900000	0.39673	0.0
chr3	157900000	158000000	0.37829	0.0
chr3	158000000	158100000	0.3728	0.0
chr3	158100000	158200000	0.37103	0.0
chr3	158200000	158300000	0.37763	0.0
chr3	158300000	158400000	0.38334	0.0
chr3	158400000	158500000	0.39632	0.0
chr3	158500000	158600000	0.38424	0.0
chr3	158600000	158700000	0.37715	0.0
chr3	158700000	158800000	0.37463	0.0
chr3	158800000	158900000	0.38072	0.0
chr3	158900000	159000000	0.38876	0.0
chr3	159000000	159100000	0.39175	0.0
chr3	159100000	159200000	0.38103	0.0
chr3	159200000	159300000	0.38018	0.0
chr3	159300000	159400000	0.38848	0.0
chr3	159400000	159500000	0.39529	0.0
chr3	159500000	159600000	0.37702	0.0
chr3	159600000	159700000	0.3703769088180775	0.54684
chr3	159700000	159745316	0.0	1.0
chr4	0	100000	0.0	1.0
chr4	100000	200000	0.0	1.0
chr4	200000	300000	0.0	1.0
chr4	300000	400000	0.0	1.0
chr4	400000	500000	0.0	1.0
chr4	500000	600000	0.0	1.0
chr4	600000	700000	0.0	1.0
chr4	700000	800000	0.0	1.0
chr4	800000	900000	0.0	1.0
chr4	900000	1000000	0.0	1.0
chr4	1000000	1100000	0.0	1.0
chr4	1100000	1200000	0.0	1.0
chr4	1200000	1300000	0.0	1.0
chr4	1300000	1400000	0.0	1.0
chr4	1400000	1500000	0.0	1.0
chr4	1500000	1600000	0.0	1.0
chr4	1600000	1700000	0.0	1.0
chr4	1700000	1800000	0.0	1.0
chr4	1800000	1900000	0.0	1.0
chr4	1900000	2000000	0.0	1.0
chr4	2000000	2100000	0.0	1.0
chr4	2100000	2200000	0.0	1.0
chr4	2200000	2300000	0.0	1.0
chr4	2300000	2400000	0.0	1.0
chr4	2400000	2500000	0.0	1.0
chr4	2500000	2600000	0.0	1.0
chr4	2600000	2700000	0.0	1.0
chr4	2700000	2800000	0.0	1.0
chr4	2800000	2900000	0.0	1.0
chr4	2900000	3000000	0.0	1.0
chr4	3000000	3100000	0.45312	0.5
chr4	3100000	3200000	0.40187	0.0
chr4	3200000	3300000	0.41547	0.0
chr4	3300000	3400000	0.43526	0.0
chr4	3400000	3500000	0.43225	0.0
chr4	3500000	3600000	0.39823	0.0
chr4	3600000	3700000	0.42147	0.0
chr4	3700000	3800000	0.43081	0.0
chr4	3800000	3900000	0.40856	0.0
chr4	3900000	4000000	0.40644	0.0
chr4	4000000	4100000	0.40216	0.0
chr4	4100000	4200000	0.40964	0.0
chr4	4200000	4300000	0.40012	0.0
chr4	4300000	4400000	0.38688	0.0
chr4	4400000	4500000	0.387	0.0
chr4	4500000	4600000	0.38392	0.0
chr4	4600000	4700000	0.39825	0.0
chr4	4700000	4800000	0.39837	0.0
chr4	4800000	4900000	0.3978	0.0
chr4	4900000	5000000	0.39998	0.0
chr4	5000000	5100000	0.39924	0.0
chr4	5100000	5200000	0.39802	0.0
chr4	5200000	5300000	0.39515	0.0
chr4	5300000	5400000	0.39523	0.0
chr4	5400000	5500000	0.38789	0.0
chr4	5500000	5600000	0.38718	0.0
chr4	5600000	5700000	0.41944	0.0
chr4	5700000	5800000	0.42345	0.0
chr4	5800000	5900000	0.40431	0.0
chr4	5900000	6000000	0.39493	0.0
chr4	6000000	6100000	0.39732	0.0
chr4	6100000	6200000	0.39459	0.0
chr4	6200000	6300000	0.40305	0.0
chr4	6300000	6400000	0.41257	0.0
chr4	6400000	6500000	0.4199	0.0
chr4	6500000	6600000	0.40068	0.0
chr4	6600000	6700000	0.40398	0.0
chr4	6700000	6800000	0.39119	0.0
chr4	6800000	6900000	0.39706	0.0
chr4	6900000	7000000	0.39333	0.0
chr4	7000000	7100000	0.3875	0.0
chr4	7100000	7200000	0.39102	0.0
chr4	7200000	7300000	0.39177	0.0
chr4	7300000	7400000	0.38036	0.0
chr4	7400000	7500000	0.38009	0.0
chr4	7500000	7600000	0.36961	0.0
chr4	7600000	7700000	0.38207	0.0
chr4	7700000	7800000	0.38022	0.0
chr4	7800000	7900000	0.39213	0.0
chr4	7900000	8000000	0.39528	0.0
chr4	8000000	8100000	0.39627	0.0
chr4	8100000	8200000	0.41377	0.0
chr4	8200000	8300000	0.41512	0.0
chr4	8300000	8400000	0.42528	0.0
chr4	8400000	8500000	0.41629	0.0
chr4	8500000	8600000	0.41699	0.0
chr4	8600000	8700000	0.43486	0.0
chr4	8700000	8800000	0.45757	0.0
chr4	8800000	8900000	0.45004	0.0
chr4	8900000	9000000	0.45041	0.0
chr4	9000000	9100000	0.45065	0.0
chr4	9100000	9200000	0.43846	0.0
chr4	9200000	9300000	0.42061	0.0
chr4	9300000	9400000	0.40468	0.0
chr4	9400000	9500000	0.41714	0.0
chr4	9500000	9600000	0.42172	0.0
chr4	9600000	9700000	0.42131	0.0
chr4	9700000	9800000	0.41556	0.0
chr4	9800000	9900000	0.4426	0.0
chr4	9900000	10000000	0.40441	0.0
chr4	10000000	10100000	0.40634	0.0
chr4	10100000	10200000	0.4001	0.0
chr4	10200000	10300000	0.40191	0.0
chr4	10300000	10400000	0.40208	0.0
chr4	10400000	10500000	0.40765	0.0
chr4	10500000	10600000	0.39185	0.0
chr4	10600000	10700000	0.39985	0.0
chr4	10700000	10800000	0.4243	0.0
chr4	10800000	10900000	0.4261	0.0
chr4	10900000	11000000	0.44961	0.0
chr4	11000000	11100000	0.4484	0.0
chr4	11100000	11200000	0.43819	0.0
chr4	11200000	11300000	0.40168	0.0
chr4	11300000	11400000	0.43308	0.0
chr4	11400000	11500000	0.4294	0.0
chr4	11500000	11600000	0.40982	0.0
chr4	11600000	11700000	0.43633	0.0
chr4	11700000	11800000	0.43663	0.0
chr4	11800000	11900000	0.43017	0.0
chr4	11900000	12000000	0.42181	0.0
chr4	12000000	12100000	0.41028	0.0
chr4	12100000	12200000	0.41145	0.0
chr4	12200000	12300000	0.40988	0.0
chr4	12300000	12400000	0.40351	0.0
chr4	12400000	12500000	0.41928	0.0
chr4	12500000	12600000	0.40836	0.0
chr4	12600000	12700000	0.39164	0.0
chr4	12700000	12800000	0.38845	0.0
chr4	12800000	12900000	0.37804	0.0
chr4	12900000	13000000	0.37553	0.0
chr4	13000000	13100000	0.38434	0.0
chr4	13100000	13200000	0.38334	0.0
chr4	13200000	13300000	0.39334	0.0
chr4	13300000	13400000	0.39164	0.0
chr4	13400000	13500000	0.39063	0.0
chr4	13500000	13600000	0.38299	0.0
chr4	13600000	13700000	0.39211	0.0
chr4	13700000	13800000	0.41518	0.0
chr4	13800000	13900000	0.40034	0.0
chr4	13900000	14000000	0.38805	0.0
chr4	14000000	14100000	0.38964	0.0
chr4	14100000	14200000	0.3778	0.0
chr4	14200000	14300000	0.39548	0.0
chr4	14300000	14400000	0.38451	0.0
chr4	14400000	14500000	0.39186	0.0
chr4	14500000	14600000	0.38847	0.0
chr4	14600000	14700000	0.40191	0.0
chr4	14700000	14800000	0.39481	0.0
chr4	14800000	14900000	0.40653	0.0
chr4	14900000	15000000	0.39203	0.0
chr4	15000000	15100000	0.39713	0.0
chr4	15100000	15200000	0.39329	0.0
chr4	15200000	15300000	0.41314	0.0
chr4	15300000	15400000	0.40441	0.0
chr4	15400000	15500000	0.39178	0.0
chr4	15500000	15600000	0.38631	0.0
chr4	15600000	15700000	0.38332	0.0
chr4	15700000	15800000	0.39196	0.0
chr4	15800000	15900000	0.38919	0.0
chr4	15900000	16000000	0.40715	0.0
chr4	16000000	16100000	0.40792	0.0
chr4	16100000	16200000	0.39648	0.0
chr4	16200000	16300000	0.4025	0.0
chr4	16300000	16400000	0.39389	0.0
chr4	16400000	16500000	0.37413	0.0
chr4	16500000	16600000	0.37803	0.0
chr4	16600000	16700000	0.37552	0.0
chr4	16700000	16800000	0.37477	0.0
chr4	16800000	16900000	0.37987	0.0
chr4	16900000	17000000	0.37327	0.0
chr4	17000000	17100000	0.36689	0.0
chr4	17100000	17200000	0.36824	0.0
chr4	17200000	17300000	0.35711	0.0
chr4	17300000	17400000	0.37365	0.0
chr4	17400000	17500000	0.37064	0.0
chr4	17500000	17600000	0.36666	0.0
chr4	17600000	17700000	0.36488	0.0
chr4	17700000	17800000	0.38409	0.0
chr4	17800000	17900000	0.36898	0.0
chr4	17900000	18000000	0.36091	0.0
chr4	18000000	18100000	0.36025	0.0
chr4	18100000	18200000	0.36314	0.0
chr4	18200000	18300000	0.37487	0.0
chr4	18300000	18400000	0.37351	0.0
chr4	18400000	18500000	0.38287	0.0
chr4	18500000	18600000	0.36337	0.0
chr4	18600000	18700000	0.36765	0.0
chr4	18700000	18800000	0.36253	0.0
chr4	18800000	18900000	0.359	0.0
chr4	18900000	19000000	0.3702	0.0
chr4	19000000	19100000	0.37591	0.0
chr4	19100000	19200000	0.38969	0.0
chr4	19200000	19300000	0.38179	0.0
chr4	19300000	19400000	0.37997	0.0
chr4	19400000	19500000	0.3811	0.0
chr4	19500000	19600000	0.39469	0.0
chr4	19600000	19700000	0.37692	0.0
chr4	19700000	19800000	0.39985	0.0
chr4	19800000	19900000	0.40042	0.0
chr4	19900000	20000000	0.39688	0.0
chr4	20000000	20100000	0.40677	0.0
chr4	20100000	20200000	0.39723	0.0
chr4	20200000	20300000	0.38695	0.0
chr4	20300000	20400000	0.38612	0.0
chr4	20400000	20500000	0.38856	0.0
chr4	20500000	20600000	0.37535	0.0
chr4	20600000	20700000	0.3661	0.0
chr4	20700000	20800000	0.38169	0.0
chr4	20800000	20900000	0.38807	0.0
chr4	20900000	21000000	0.38422	0.0
chr4	21000000	21100000	0.39562	0.0
chr4	21100000	21200000	0.38831	0.0
chr4	21200000	21300000	0.39627	0.0
chr4	21300000	21400000	0.40184	0.0
chr4	21400000	21500000	0.39343	0.0
chr4	21500000	21600000	0.39723	0.0
chr4	21600000	21700000	0.42845	0.0
chr4	21700000	21800000	0.41229	0.0
chr4	21800000	21900000	0.4016	0.0
chr4	21900000	22000000	0.43095	0.0
chr4	22000000	22100000	0.42042	0.0
chr4	22100000	22200000	0.40947	0.0
chr4	22200000	22300000	0.40509	0.0
chr4	22300000	22400000	0.406	0.0
chr4	22400000	22500000	0.41275	0.0
chr4	22500000	22600000	0.39037	0.0
chr4	22600000	22700000	0.39219	0.0
chr4	22700000	22800000	0.38499	0.0
chr4	22800000	22900000	0.38299	0.0
chr4	22900000	23000000	0.37516	0.0
chr4	23000000	23100000	0.38045	0.0
chr4	23100000	23200000	0.3813	0.0
chr4	23200000	23300000	0.38019	0.0
chr4	23300000	23400000	0.36578	0.0
chr4	23400000	23500000	0.37475	0.0
chr4	23500000	23600000	0.3713	0.0
chr4	23600000	23700000	0.37667	0.0
chr4	23700000	23800000	0.3516	0.0
chr4	23800000	23900000	0.37444	0.0
chr4	23900000	24000000	0.3633	0.0
chr4	24000000	24100000	0.37216	0.0
chr4	24100000	24200000	0.39156	0.0
chr4	24200000	24300000	0.38131	0.0
chr4	24300000	24400000	0.38816	0.0
chr4	24400000	24500000	0.3959	0.0
chr4	24500000	24600000	0.37242	0.0
chr4	24600000	24700000	0.41153	0.0
chr4	24700000	24800000	0.40194	0.0
chr4	24800000	24900000	0.40979	0.0
chr4	24900000	25000000	0.40718	0.0
chr4	25000000	25100000	0.39725	0.0
chr4	25100000	25200000	0.40144	0.0
chr4	25200000	25300000	0.38859	0.0
chr4	25300000	25400000	0.38854	0.0
chr4	25400000	25500000	0.39221	0.0
chr4	25500000	25600000	0.38838	0.0
chr4	25600000	25700000	0.37349	0.0
chr4	25700000	25800000	0.37153	0.0
chr4	25800000	25900000	0.38206	0.0
chr4	25900000	26000000	0.3813	0.0
chr4	26000000	26100000	0.37863	0.0
chr4	26100000	26200000	0.39476	0.0
chr4	26200000	26300000	0.37802	0.0
chr4	26300000	26400000	0.37683	0.0
chr4	26400000	26500000	0.37092	0.0
chr4	26500000	26600000	0.37498	0.0
chr4	26600000	26700000	0.37208	0.0
chr4	26700000	26800000	0.36646	0.0
chr4	26800000	26900000	0.35494	0.0
chr4	26900000	27000000	0.36011	0.0
chr4	27000000	27100000	0.36652	0.0
chr4	27100000	27200000	0.36071	0.0
chr4	27200000	27300000	0.36557	0.0
chr4	27300000	27400000	0.36393	0.0
chr4	27400000	27500000	0.36046	0.0
chr4	27500000	27600000	0.36322	0.0
chr4	27600000	27700000	0.36191	0.0
chr4	27700000	27800000	0.36278	0.0
chr4	27800000	27900000	0.36715	0.0
chr4	27900000	28000000	0.35329	0.0
chr4	28000000	28100000	0.37037	0.0
chr4	28100000	28200000	0.35625	0.0
chr4	28200000	28300000	0.35432	0.0
chr4	28300000	28400000	0.36435	0.0
chr4	28400000	28500000	0.37731	0.0
chr4	28500000	28600000	0.36899	0.0
chr4	28600000	28700000	0.37946	0.0
chr4	28700000	28800000	0.38042	0.0
chr4	28800000	28900000	0.36413	0.0
chr4	28900000	29000000	0.36665	0.0
chr4	29000000	29100000	0.3846	0.0
chr4	29100000	29200000	0.37722	0.0
chr4	29200000	29300000	0.38393	0.0
chr4	29300000	29400000	0.36884	0.0
chr4	29400000	29500000	0.37241	0.0
chr4	29500000	29600000	0.36895	0.0
chr4	29600000	29700000	0.36084	0.0
chr4	29700000	29800000	0.36681	0.0
chr4	29800000	29900000	0.36394	0.0
chr4	29900000	30000000	0.35471	0.0
chr4	30000000	30100000	0.36923	0.0
chr4	30100000	30200000	0.36691	0.0
chr4	30200000	30300000	0.37388	0.0
chr4	30300000	30400000	0.37744	0.0
chr4	30400000	30500000	0.36052	0.0
chr4	30500000	30600000	0.37091	0.0
chr4	30600000	30700000	0.37429	0.0
chr4	30700000	30800000	0.38042	0.0
chr4	30800000	30900000	0.37154	0.0
chr4	30900000	31000000	0.38594	0.0
chr4	31000000	31100000	0.37369	0.0
chr4	31100000	31200000	0.37532	0.0
chr4	31200000	31300000	0.38883	0.0
chr4	31300000	31400000	0.3975	0.0
chr4	31400000	31500000	0.39808	0.0
chr4	31500000	31600000	0.40632	0.0
chr4	31600000	31700000	0.42226	0.0
chr4	31700000	31800000	0.41885	0.0
chr4	31800000	31900000	0.4113	0.0
chr4	31900000	32000000	0.40991	0.0
chr4	32000000	32100000	0.43372	0.0
chr4	32100000	32200000	0.44414	0.0
chr4	32200000	32300000	0.44812	0.0
chr4	32300000	32400000	0.44498	0.0
chr4	32400000	32500000	0.43016	0.0
chr4	32500000	32600000	0.44913	0.0
chr4	32600000	32700000	0.40927	0.0
chr4	32700000	32800000	0.43153	0.0
chr4	32800000	32900000	0.4711	0.0
chr4	32900000	33000000	0.45593	0.0
chr4	33000000	33100000	0.4469	0.0
chr4	33100000	33200000	0.44718	0.0
chr4	33200000	33300000	0.43941	0.0
chr4	33300000	33400000	0.39459	0.0
chr4	33400000	33500000	0.39262	0.0
chr4	33500000	33600000	0.44894	0.0
chr4	33600000	33700000	0.42798	0.0
chr4	33700000	33800000	0.41686	0.0
chr4	33800000	33900000	0.40406	0.0
chr4	33900000	34000000	0.41557	0.0
chr4	34000000	34100000	0.391	0.0
chr4	34100000	34200000	0.40165	0.0
chr4	34200000	34300000	0.4077243175597994	0.01713
chr4	34300000	34400000	0.4221829890960888	0.00311
chr4	34400000	34500000	0.42114	0.0
chr4	34500000	34600000	0.41063	0.0
chr4	34600000	34700000	0.41157	0.0
chr4	34700000	34800000	0.42142	0.0
chr4	34800000	34900000	0.40777	0.0
chr4	34900000	35000000	0.4353	0.0
chr4	35000000	35100000	0.44003	0.0
chr4	35100000	35200000	0.43705	0.0
chr4	35200000	35300000	0.41235	0.0
chr4	35300000	35400000	0.42136	0.0
chr4	35400000	35500000	0.39989	0.0
chr4	35500000	35600000	0.40136	0.0
chr4	35600000	35700000	0.38965	0.0
chr4	35700000	35800000	0.38255	0.0
chr4	35800000	35900000	0.38451	0.0
chr4	35900000	36000000	0.37386	0.0
chr4	36000000	36100000	0.37188	0.0
chr4	36100000	36200000	0.36998	0.0
chr4	36200000	36300000	0.37357	0.0
chr4	36300000	36400000	0.37032	0.0
chr4	36400000	36500000	0.36136	0.0
chr4	36500000	36600000	0.36468	0.0
chr4	36600000	36700000	0.35836	0.0
chr4	36700000	36800000	0.3662	0.0
chr4	36800000	36900000	0.36229	0.0
chr4	36900000	37000000	0.36519	0.0
chr4	37000000	37100000	0.37373	0.0
chr4	37100000	37200000	0.36474	0.0
chr4	37200000	37300000	0.37265	0.0
chr4	37300000	37400000	0.3655	0.0
chr4	37400000	37500000	0.36143	0.0
chr4	37500000	37600000	0.364	0.0
chr4	37600000	37700000	0.37592	0.0
chr4	37700000	37800000	0.35983	0.0
chr4	37800000	37900000	0.35495	0.0
chr4	37900000	38000000	0.37317	0.0
