seq	s	e	repeat_fraction
GRCr8:chr1	230500000	230600000	0.40274
GRCr8:chr1	230600000	230700000	0.55903
GRCr8:chr1	230700000	230800000	0.46592
GRCr8:chr1	230800000	230900000	0.27686
GRCr8:chr1	230900000	231000000	0.29969
GRCr8:chr1	231000000	231100000	0.38303
GRCr8:chr1	231100000	231200000	0.39
GRCr8:chr1	231200000	231300000	0.45161
GRCr8:chr1	231300000	231400000	0.42849
GRCr8:chr1	231400000	231500000	0.28548
GRCr8:chr1	231500000	231600000	0.28626
GRCr8:chr1	231600000	231700000	0.41697
GRCr8:chr1	231700000	231800000	0.30939
GRCr8:chr1	231800000	231900000	0.26932
GRCr8:chr1	231900000	232000000	0.48926
GRCr8:chr1	232000000	232100000	0.38185
GRCr8:chr1	232100000	232200000	0.27538
GRCr8:chr1	232200000	232300000	0.31758
GRCr8:chr1	232300000	232400000	0.3208
GRCr8:chr1	232400000	232500000	0.22044
GRCr8:chr1	232500000	232600000	0.41315
GRCr8:chr1	232600000	232700000	0.25447
GRCr8:chr1	232700000	232800000	0.29548
GRCr8:chr1	232800000	232900000	0.3149
GRCr8:chr1	232900000	233000000	0.39356
GRCr8:chr1	233000000	233100000	0.32754
GRCr8:chr1	233100000	233200000	0.33787
GRCr8:chr1	233200000	233300000	0.44493
GRCr8:chr1	233300000	233400000	0.41911
GRCr8:chr1	233400000	233500000	0.42309
GRCr8:chr1	233500000	233600000	0.30129
GRCr8:chr1	233600000	233700000	0.23818
GRCr8:chr1	233700000	233800000	0.24446
GRCr8:chr1	233800000	233900000	0.37003
GRCr8:chr1	233900000	234000000	0.35846
GRCr8:chr1	234000000	234100000	0.44889
GRCr8:chr1	234100000	234200000	0.52678
GRCr8:chr1	234200000	234300000	0.31032
GRCr8:chr1	234300000	234400000	0.67261
GRCr8:chr1	234400000	234500000	0.3812
GRCr8:chr1	234500000	234600000	0.35113
GRCr8:chr1	234600000	234700000	0.41094
GRCr8:chr1	234700000	234800000	0.46559
GRCr8:chr1	234800000	234900000	0.42553
GRCr8:chr1	234900000	235000000	0.32607
GRCr8:chr1	235000000	235100000	0.30403
GRCr8:chr1	235100000	235200000	0.32118
GRCr8:chr1	235200000	235300000	0.37955
GRCr8:chr1	235300000	235400000	0.3082
GRCr8:chr1	235400000	235500000	0.13702
GRCr8:chr1	235500000	235600000	0.18397
GRCr8:chr1	235600000	235700000	0.17049
GRCr8:chr1	235700000	235800000	0.22724
GRCr8:chr1	235800000	235900000	0.3336
GRCr8:chr1	235900000	236000000	0.43813
GRCr8:chr1	236000000	236100000	0.25475
GRCr8:chr1	236100000	236200000	0.43154
GRCr8:chr1	236200000	236300000	0.4764
GRCr8:chr1	236300000	236400000	0.49452
GRCr8:chr1	236400000	236500000	0.37095
GRCr8:chr1	236500000	236600000	0.31422
GRCr8:chr1	236600000	236700000	0.50291
GRCr8:chr1	236700000	236800000	0.46283
GRCr8:chr1	236800000	236900000	0.39041
GRCr8:chr1	236900000	237000000	0.29746
GRCr8:chr1	237000000	237100000	0.54544
GRCr8:chr1	237100000	237200000	0.42242
GRCr8:chr1	237200000	237300000	0.35938
GRCr8:chr1	237300000	237400000	0.39306
GRCr8:chr1	237400000	237500000	0.4413
GRCr8:chr1	237500000	237600000	0.53061
GRCr8:chr1	237600000	237700000	0.51531
GRCr8:chr1	237700000	237800000	0.31539
GRCr8:chr1	237800000	237900000	0.30581
GRCr8:chr1	237900000	238000000	0.29998
GRCr8:chr1	238000000	238100000	0.42629
GRCr8:chr1	238100000	238200000	0.42304
GRCr8:chr1	238200000	238300000	0.33037
GRCr8:chr1	238300000	238400000	0.3604
GRCr8:chr1	238400000	238500000	0.30816
GRCr8:chr1	238500000	238600000	0.3558
GRCr8:chr1	238600000	238700000	0.30264
GRCr8:chr1	238700000	238800000	0.26289
GRCr8:chr1	238800000	238900000	0.24448
GRCr8:chr1	238900000	239000000	0.28629
GRCr8:chr1	239000000	239100000	0.30579
GRCr8:chr1	239100000	239200000	0.32283
GRCr8:chr1	239200000	239300000	0.39668
GRCr8:chr1	239300000	239400000	0.46956
GRCr8:chr1	239400000	239500000	0.22837
GRCr8:chr1	239500000	239600000	0.31462
GRCr8:chr1	239600000	239700000	0.3147
GRCr8:chr1	239700000	239800000	0.46445
GRCr8:chr1	239800000	239900000	0.44604
GRCr8:chr1	239900000	240000000	0.39569
GRCr8:chr1	240000000	240100000	0.39835
GRCr8:chr1	240100000	240200000	0.34746
GRCr8:chr1	240200000	240300000	0.32995
GRCr8:chr1	240300000	240400000	0.4741
GRCr8:chr1	240400000	240500000	0.39368
GRCr8:chr1	240500000	240600000	0.31698
GRCr8:chr1	240600000	240700000	0.44368
GRCr8:chr1	240700000	240800000	0.47122
GRCr8:chr1	240800000	240900000	0.56745
GRCr8:chr1	240900000	241000000	0.37517
GRCr8:chr1	241000000	241100000	0.29425
GRCr8:chr1	241100000	241200000	0.25093
GRCr8:chr1	241200000	241300000	0.3865
GRCr8:chr1	241300000	241400000	0.47463
GRCr8:chr1	241400000	241500000	0.33794
GRCr8:chr1	241500000	241600000	0.44427
GRCr8:chr1	241600000	241700000	0.35766
GRCr8:chr1	241700000	241800000	0.43567
GRCr8:chr1	241800000	241900000	0.42083
GRCr8:chr1	241900000	242000000	0.58294
GRCr8:chr1	242000000	242100000	0.67084
GRCr8:chr1	242100000	242200000	0.50324
GRCr8:chr1	242200000	242300000	0.60943
GRCr8:chr1	242300000	242400000	0.61254
GRCr8:chr1	242400000	242500000	0.53632
GRCr8:chr1	242500000	242600000	0.65108
GRCr8:chr1	242600000	242700000	0.46069
GRCr8:chr1	242700000	242800000	0.49982
GRCr8:chr1	242800000	242900000	0.47423
GRCr8:chr1	242900000	243000000	0.59683
GRCr8:chr1	243000000	243100000	0.52892
GRCr8:chr1	243100000	243200000	0.57929
GRCr8:chr1	243200000	243300000	0.41591
GRCr8:chr1	243300000	243400000	0.41546
GRCr8:chr1	243400000	243500000	0.39894
GRCr8:chr1	243500000	243600000	0.34849
GRCr8:chr1	243600000	243700000	0.39197
GRCr8:chr1	243700000	243800000	0.40319
GRCr8:chr1	243800000	243900000	0.4578
GRCr8:chr1	243900000	244000000	0.50049
GRCr8:chr1	244000000	244100000	0.3611
GRCr8:chr1	244100000	244200000	0.2854
GRCr8:chr1	244200000	244300000	0.34209
GRCr8:chr1	244300000	244400000	0.46512
GRCr8:chr1	244400000	244500000	0.43455
GRCr8:chr1	244500000	244600000	0.48487
GRCr8:chr1	244600000	244700000	0.40577
GRCr8:chr1	244700000	244800000	0.44608
GRCr8:chr1	244800000	244900000	0.29234
GRCr8:chr1	244900000	245000000	0.43373
GRCr8:chr1	245000000	245100000	0.36364
GRCr8:chr1	245100000	245200000	0.26095
GRCr8:chr1	245200000	245300000	0.31262
GRCr8:chr1	245300000	245400000	0.29514
GRCr8:chr1	245400000	245500000	0.28626
GRCr8:chr1	245500000	245600000	0.38099
GRCr8:chr1	245600000	245700000	0.36823
GRCr8:chr1	245700000	245800000	0.29817
GRCr8:chr1	245800000	245900000	0.35011
GRCr8:chr1	245900000	246000000	0.37255
GRCr8:chr1	246000000	246100000	0.50449
GRCr8:chr1	246100000	246200000	0.54787
GRCr8:chr1	246200000	246300000	0.85859
GRCr8:chr1	246300000	246400000	0.8127
GRCr8:chr1	246400000	246500000	0.7838
GRCr8:chr1	246500000	246600000	0.8792
GRCr8:chr1	246600000	246700000	0.78259
GRCr8:chr1	246700000	246800000	0.77271
GRCr8:chr1	246800000	246900000	0.82687
GRCr8:chr1	246900000	247000000	0.84439
GRCr8:chr1	247000000	247100000	0.75573
GRCr8:chr1	247100000	247200000	0.75661
GRCr8:chr1	247200000	247300000	0.82679
GRCr8:chr1	247300000	247400000	0.80152
GRCr8:chr1	247400000	247500000	0.72102
GRCr8:chr1	247500000	247600000	0.74756
GRCr8:chr1	247600000	247700000	0.8123
GRCr8:chr1	247700000	247800000	0.8043
GRCr8:chr1	247800000	247900000	0.81223
GRCr8:chr1	247900000	248000000	0.74048
GRCr8:chr1	248000000	248100000	0.75305
GRCr8:chr1	248100000	248200000	0.793
GRCr8:chr1	248200000	248300000	0.78596
GRCr8:chr1	248300000	248400000	0.82581
GRCr8:chr1	248400000	248500000	0.77848
GRCr8:chr1	248500000	248600000	0.76048
GRCr8:chr1	248600000	248700000	0.76281
GRCr8:chr1	248700000	248800000	0.82767
GRCr8:chr1	248800000	248900000	0.87834
GRCr8:chr1	248900000	249000000	0.71418
GRCr8:chr1	249000000	249100000	0.27613
GRCr8:chr1	249100000	249200000	0.17511
GRCr8:chr1	249200000	249300000	0.27567
GRCr8:chr1	249300000	249400000	0.37358
GRCr8:chr1	249400000	249500000	0.29485
GRCr8:chr1	249500000	249600000	0.43467
GRCr8:chr1	249600000	249700000	0.29875
GRCr8:chr1	249700000	249800000	0.32411
GRCr8:chr1	249800000	249900000	0.23714
GRCr8:chr1	249900000	250000000	0.22982
GRCr8:chr1	250000000	250100000	0.26757
GRCr8:chr1	250100000	250200000	0.41736
GRCr8:chr1	250200000	250300000	0.50405
GRCr8:chr1	250300000	250400000	0.20972
GRCr8:chr1	250400000	250500000	0.21921
GRCr8:chr1	250500000	250600000	0.39047
GRCr8:chr1	250600000	250700000	0.3833
GRCr8:chr1	250700000	250800000	0.28572
GRCr8:chr1	250800000	250900000	0.37755
GRCr8:chr1	250900000	251000000	0.29365
GRCr8:chr1	251000000	251100000	0.18903
GRCr8:chr1	251100000	251200000	0.27313
GRCr8:chr1	251200000	251300000	0.25016
GRCr8:chr1	251300000	251400000	0.26153
GRCr8:chr1	251400000	251500000	0.26394
GRCr8:chr1	251500000	251600000	0.22201
GRCr8:chr1	251600000	251700000	0.34986
GRCr8:chr1	251700000	251800000	0.51265
GRCr8:chr1	251800000	251900000	0.60865
GRCr8:chr1	251900000	252000000	0.521
GRCr8:chr1	252000000	252100000	0.55178
GRCr8:chr1	252100000	252200000	0.63684
GRCr8:chr1	252200000	252300000	0.33865
GRCr8:chr1	252300000	252400000	0.33608
GRCr8:chr1	252400000	252500000	0.28713
GRCr8:chr1	252500000	252600000	0.37486
GRCr8:chr1	252600000	252700000	0.40573
GRCr8:chr1	252700000	252800000	0.32987
GRCr8:chr1	252800000	252900000	0.40178
GRCr8:chr1	252900000	253000000	0.31005
GRCr8:chr1	253000000	253100000	0.42428
GRCr8:chr1	253100000	253200000	0.3704
GRCr8:chr1	253200000	253300000	0.4117
GRCr8:chr1	253300000	253400000	0.20791
GRCr8:chr1	253400000	253500000	0.30315
GRCr8:chr1	253500000	253600000	0.22879
GRCr8:chr1	253600000	253700000	0.25547
GRCr8:chr1	253700000	253800000	0.43947
GRCr8:chr1	253800000	253900000	0.23735
GRCr8:chr1	253900000	254000000	0.36024
GRCr8:chr1	254000000	254100000	0.36201
GRCr8:chr1	254100000	254200000	0.41411
GRCr8:chr1	254200000	254300000	0.29684
GRCr8:chr1	254300000	254400000	0.25354
GRCr8:chr1	254400000	254500000	0.42018
GRCr8:chr1	254500000	254600000	0.31111
GRCr8:chr1	254600000	254700000	0.43592
GRCr8:chr1	254700000	254800000	0.5283
GRCr8:chr1	254800000	254900000	0.4355
GRCr8:chr1	254900000	255000000	0.49664
GRCr8:chr1	255000000	255100000	0.43607
GRCr8:chr1	255100000	255200000	0.3212
GRCr8:chr1	255200000	255300000	0.31648
GRCr8:chr1	255300000	255400000	0.40081
GRCr8:chr1	255400000	255500000	0.32838
GRCr8:chr1	255500000	255600000	0.50813
GRCr8:chr1	255600000	255700000	0.32553
GRCr8:chr1	255700000	255800000	0.40438
GRCr8:chr1	255800000	255900000	0.50252
GRCr8:chr1	255900000	256000000	0.29988
GRCr8:chr1	256000000	256100000	0.30054
GRCr8:chr1	256100000	256200000	0.18276
GRCr8:chr1	256200000	256300000	0.22799
GRCr8:chr1	256300000	256400000	0.31896
GRCr8:chr1	256400000	256500000	0.24499
GRCr8:chr1	256500000	256600000	0.29795
GRCr8:chr1	256600000	256700000	0.30625
GRCr8:chr1	256700000	256800000	0.25277
GRCr8:chr1	256800000	256900000	0.38962
GRCr8:chr1	256900000	257000000	0.37363
GRCr8:chr1	257000000	257100000	0.43462
GRCr8:chr1	257100000	257200000	0.36707
GRCr8:chr1	257200000	257300000	0.39491
GRCr8:chr1	257300000	257400000	0.32839
GRCr8:chr1	257400000	257500000	0.26312
GRCr8:chr1	257500000	257600000	0.26793
GRCr8:chr1	257600000	257700000	0.27781
GRCr8:chr1	257700000	257800000	0.37308
GRCr8:chr1	257800000	257900000	0.38081
GRCr8:chr1	257900000	258000000	0.5067
GRCr8:chr1	258000000	258100000	0.37313
GRCr8:chr1	258100000	258200000	0.35434
GRCr8:chr1	258200000	258300000	0.33783
GRCr8:chr1	258300000	258400000	0.42417
GRCr8:chr1	258400000	258500000	0.384
GRCr8:chr1	258500000	258600000	0.38007
GRCr8:chr1	258600000	258700000	0.3891
GRCr8:chr1	258700000	258800000	0.46808
GRCr8:chr1	258800000	258900000	0.44494
GRCr8:chr1	258900000	259000000	0.36118
GRCr8:chr1	259000000	259100000	0.21801
GRCr8:chr1	259100000	259200000	0.30174
GRCr8:chr1	259200000	259300000	0.25184
GRCr8:chr1	259300000	259400000	0.25215
GRCr8:chr1	259400000	259500000	0.18469
GRCr8:chr1	259500000	259600000	0.26986
GRCr8:chr1	259600000	259700000	0.57053
GRCr8:chr1	259700000	259800000	0.47886
GRCr8:chr1	259800000	259900000	0.40722
GRCr8:chr1	259900000	260000000	0.39114
GRCr8:chr1	260000000	260100000	0.5781
GRCr8:chr1	260100000	260200000	0.39014
GRCr8:chr1	260200000	260300000	0.5466
GRCr8:chr1	260300000	260400000	0.56115
GRCr8:chr1	260400000	260500000	0.58047
GRCr8:chr1	260500000	260600000	0.42028
GRCr8:chr1	260600000	260700000	0.60457
GRCr8:chr1	260700000	260800000	0.49847
GRCr8:chr1	260800000	260900000	0.65225
GRCr8:chr1	260900000	261000000	0.42723
GRCr8:chr1	261000000	261100000	0.38095
GRCr8:chr1	261100000	261200000	0.40349
GRCr8:chr1	261200000	261300000	0.46168
GRCr8:chr1	261300000	261400000	0.47954
GRCr8:chr1	261400000	261500000	0.39628
GRCr8:chr1	261500000	261600000	0.51921
GRCr8:chr1	261600000	261700000	0.37801
GRCr8:chr1	261700000	261800000	0.65944
GRCr8:chr1	261800000	261900000	0.64081
GRCr8:chr1	261900000	262000000	0.56823
GRCr8:chr1	262000000	262100000	0.33075
GRCr8:chr1	262100000	262200000	0.32318
GRCr8:chr1	262200000	262300000	0.27432
GRCr8:chr1	262300000	262400000	0.31641
GRCr8:chr1	262400000	262500000	0.3521
GRCr8:chr1	262500000	262600000	0.38121
GRCr8:chr1	262600000	262700000	0.35418
GRCr8:chr1	262700000	262800000	0.40391
GRCr8:chr1	262800000	262900000	0.26296
GRCr8:chr1	262900000	263000000	0.34045
GRCr8:chr1	263000000	263100000	0.31556
GRCr8:chr1	263100000	263200000	0.32804
GRCr8:chr1	263200000	263300000	0.40265
GRCr8:chr1	263300000	263400000	0.54111
GRCr8:chr1	263400000	263500000	0.28726
GRCr8:chr1	263500000	263600000	0.39704
GRCr8:chr1	263600000	263700000	0.5347
GRCr8:chr1	263700000	263800000	0.3724
GRCr8:chr1	263800000	263900000	0.4014
GRCr8:chr1	263900000	264000000	0.40985
GRCr8:chr1	264000000	264100000	0.41625
GRCr8:chr1	264100000	264200000	0.19964
GRCr8:chr1	264200000	264300000	0.28815
GRCr8:chr1	264300000	264400000	0.22944
GRCr8:chr1	264400000	264500000	0.16078
GRCr8:chr1	264500000	264600000	0.20724
GRCr8:chr1	264600000	264700000	0.18239
GRCr8:chr1	264700000	264800000	0.36677
GRCr8:chr1	264800000	264900000	0.16663
GRCr8:chr1	264900000	265000000	0.10157
GRCr8:chr1	265000000	265100000	0.32332
GRCr8:chr1	265100000	265200000	0.19649
GRCr8:chr1	265200000	265300000	0.26889
GRCr8:chr1	265300000	265400000	0.23872
GRCr8:chr1	265400000	265500000	0.24727
GRCr8:chr1	265500000	265600000	0.32502
GRCr8:chr1	265600000	265700000	0.31815
GRCr8:chr1	265700000	265800000	0.23541
GRCr8:chr1	265800000	265900000	0.25527
GRCr8:chr1	265900000	266000000	0.18262
GRCr8:chr1	266000000	266100000	0.26067
GRCr8:chr1	266100000	266200000	0.22259
GRCr8:chr1	266200000	266300000	0.2971
GRCr8:chr1	266300000	266400000	0.35689
GRCr8:chr1	266400000	266500000	0.37175
GRCr8:chr1	266500000	266600000	0.36344
GRCr8:chr1	266600000	266700000	0.32427
GRCr8:chr1	266700000	266800000	0.39157
GRCr8:chr1	266800000	266900000	0.33609
GRCr8:chr1	266900000	267000000	0.38769
GRCr8:chr1	267000000	267100000	0.27052
GRCr8:chr1	267100000	267200000	0.23998
GRCr8:chr1	267200000	267300000	0.27015
GRCr8:chr1	267300000	267400000	0.25574
GRCr8:chr1	267400000	267500000	0.27952
GRCr8:chr1	267500000	267600000	0.30952
GRCr8:chr1	267600000	267700000	0.312
GRCr8:chr1	267700000	267800000	0.42006
GRCr8:chr1	267800000	267900000	0.40097
GRCr8:chr1	267900000	268000000	0.27825
GRCr8:chr1	268000000	268100000	0.29724
GRCr8:chr1	268100000	268200000	0.23337
GRCr8:chr1	268200000	268300000	0.51994
GRCr8:chr1	268300000	268400000	0.31364
GRCr8:chr1	268400000	268500000	0.22717
GRCr8:chr1	268500000	268600000	0.31934
GRCr8:chr1	268600000	268700000	0.32673
GRCr8:chr1	268700000	268800000	0.2932
GRCr8:chr1	268800000	268900000	0.26647
GRCr8:chr1	268900000	269000000	0.35255
GRCr8:chr1	269000000	269100000	0.22633
GRCr8:chr1	269100000	269200000	0.42155
GRCr8:chr1	269200000	269300000	0.26488
GRCr8:chr1	269300000	269400000	0.23744
GRCr8:chr1	269400000	269500000	0.31072
GRCr8:chr1	269500000	269600000	0.50779
GRCr8:chr1	269600000	269700000	0.29693
GRCr8:chr1	269700000	269800000	0.46986
GRCr8:chr1	269800000	269900000	0.4534
GRCr8:chr1	269900000	270000000	0.40552
GRCr8:chr1	270000000	270100000	0.42828
GRCr8:chr1	270100000	270200000	0.30471
GRCr8:chr1	270200000	270300000	0.74719
GRCr8:chr1	270300000	270400000	0.52423
GRCr8:chr1	270400000	270500000	0.5058
GRCr8:chr1	270500000	270518180	0.924312431243124
GRCr8:chr10	500000	600000	0.30696
GRCr8:chr10	600000	700000	0.69849
GRCr8:chr10	700000	800000	0.58022
GRCr8:chr10	800000	900000	0.51263
GRCr8:chr10	900000	1000000	0.52762
GRCr8:chr10	1000000	1100000	0.40476
GRCr8:chr10	1100000	1200000	0.53353
GRCr8:chr10	1200000	1300000	0.43996
GRCr8:chr10	1300000	1400000	0.46543
GRCr8:chr10	1400000	1500000	0.35215
GRCr8:chr10	1500000	1600000	0.60954
GRCr8:chr10	1600000	1700000	0.42587
GRCr8:chr10	1700000	1800000	0.34179
GRCr8:chr10	1800000	1900000	0.47313
GRCr8:chr10	1900000	2000000	0.58109
GRCr8:chr10	2000000	2100000	0.50165
GRCr8:chr10	2100000	2200000	0.64627
GRCr8:chr10	2200000	2300000	0.48441
GRCr8:chr10	2300000	2400000	0.76161
GRCr8:chr10	2400000	2500000	0.5872
GRCr8:chr10	2500000	2600000	0.59241
GRCr8:chr10	2600000	2700000	0.53811
GRCr8:chr10	2700000	2800000	0.61393
GRCr8:chr10	2800000	2900000	0.73382
GRCr8:chr10	2900000	3000000	0.4451
GRCr8:chr10	3000000	3100000	0.68431
GRCr8:chr10	3100000	3200000	0.55153
GRCr8:chr10	3200000	3300000	0.47922
GRCr8:chr10	3300000	3400000	0.50611
GRCr8:chr10	3400000	3500000	0.50948
GRCr8:chr10	3500000	3600000	0.40452
GRCr8:chr10	3600000	3700000	0.50558
GRCr8:chr10	3700000	3800000	0.62412
GRCr8:chr10	3800000	3900000	0.35019
GRCr8:chr10	3900000	4000000	0.38655
GRCr8:chr10	4000000	4100000	0.36906
GRCr8:chr10	4100000	4200000	0.40147
GRCr8:chr10	4200000	4300000	0.35683
GRCr8:chr10	4300000	4400000	0.41393
GRCr8:chr10	4400000	4500000	0.22032
GRCr8:chr10	4500000	4600000	0.34112
GRCr8:chr10	4600000	4700000	0.33191
GRCr8:chr10	4700000	4800000	0.35396
GRCr8:chr10	4800000	4900000	0.52531
GRCr8:chr10	4900000	5000000	0.55185
GRCr8:chr10	5000000	5100000	0.28781
GRCr8:chr10	5100000	5200000	0.42422
GRCr8:chr10	5200000	5300000	0.37048
GRCr8:chr10	5300000	5400000	0.33747
GRCr8:chr10	5400000	5500000	0.25069
GRCr8:chr10	5500000	5600000	0.20604
GRCr8:chr10	5600000	5700000	0.27916
GRCr8:chr10	5700000	5800000	0.41656
GRCr8:chr10	5800000	5900000	0.33135
GRCr8:chr10	5900000	6000000	0.57954
GRCr8:chr10	6000000	6100000	0.60151
GRCr8:chr10	6100000	6200000	0.38878
GRCr8:chr10	6200000	6300000	0.40228
GRCr8:chr10	6300000	6400000	0.35914
GRCr8:chr10	6400000	6500000	0.3425
GRCr8:chr10	6500000	6600000	0.23368
GRCr8:chr10	6600000	6700000	0.51459
GRCr8:chr10	6700000	6800000	0.62245
GRCr8:chr10	6800000	6900000	0.41501
GRCr8:chr10	6900000	7000000	0.38908
GRCr8:chr10	7000000	7100000	0.51646
GRCr8:chr10	7100000	7200000	0.54951
GRCr8:chr10	7200000	7300000	0.44964
GRCr8:chr10	7300000	7400000	0.61161
GRCr8:chr10	7400000	7500000	0.28493
GRCr8:chr10	7500000	7600000	0.42062
GRCr8:chr10	7600000	7700000	0.43264
GRCr8:chr10	7700000	7800000	0.43295
GRCr8:chr10	7800000	7900000	0.48662
GRCr8:chr10	7900000	8000000	0.52385
GRCr8:chr10	8000000	8100000	0.47371
GRCr8:chr10	8100000	8200000	0.53298
GRCr8:chr10	8200000	8300000	0.39552
GRCr8:chr10	8300000	8400000	0.49426
GRCr8:chr10	8400000	8500000	0.4593
GRCr8:chr10	8500000	8600000	0.44269
GRCr8:chr10	8600000	8700000	0.4132
GRCr8:chr10	8700000	8800000	0.20419
GRCr8:chr10	8800000	8900000	0.21264
GRCr8:chr10	8900000	9000000	0.16707
GRCr8:chr10	9000000	9100000	0.27811
GRCr8:chr10	9100000	9200000	0.25846
GRCr8:chr10	9200000	9300000	0.25417
GRCr8:chr10	9300000	9400000	0.24897
GRCr8:chr10	9400000	9500000	0.29142
GRCr8:chr10	9500000	9600000	0.26936
GRCr8:chr10	9600000	9700000	0.30013
GRCr8:chr10	9700000	9800000	0.38319
GRCr8:chr10	9800000	9900000	0.30804
GRCr8:chr10	9900000	10000000	0.35434
GRCr8:chr10	10000000	10100000	0.33209
GRCr8:chr10	10100000	10200000	0.38396
GRCr8:chr10	10200000	10300000	0.39827
GRCr8:chr10	10300000	10400000	0.32644
GRCr8:chr10	10400000	10500000	0.33957
GRCr8:chr10	10500000	10600000	0.34087
GRCr8:chr10	10600000	10700000	0.36415
GRCr8:chr10	10700000	10800000	0.47425
GRCr8:chr10	10800000	10900000	0.49747
GRCr8:chr10	10900000	11000000	0.35245
GRCr8:chr10	11000000	11100000	0.31652
GRCr8:chr10	11100000	11200000	0.26677
GRCr8:chr10	11200000	11300000	0.43476
GRCr8:chr10	11300000	11400000	0.44162
GRCr8:chr10	11400000	11500000	0.27049
GRCr8:chr10	11500000	11600000	0.35789
GRCr8:chr10	11600000	11700000	0.38147
GRCr8:chr10	11700000	11800000	0.41011
GRCr8:chr10	11800000	11900000	0.42788
GRCr8:chr10	11900000	12000000	0.25892
GRCr8:chr10	12000000	12100000	0.34657
GRCr8:chr10	12100000	12200000	0.32679
GRCr8:chr10	12200000	12300000	0.56366
GRCr8:chr10	12300000	12400000	0.76343
GRCr8:chr10	12400000	12500000	0.71904
GRCr8:chr10	12500000	12600000	0.79056
GRCr8:chr10	12600000	12700000	0.69999
GRCr8:chr10	12700000	12800000	0.82956
GRCr8:chr10	12800000	12900000	0.81833
GRCr8:chr10	12900000	13000000	0.80419
GRCr8:chr10	13000000	13100000	0.57864
GRCr8:chr10	13100000	13200000	0.469
GRCr8:chr10	13200000	13300000	0.27161
GRCr8:chr10	13300000	13400000	0.40128
GRCr8:chr10	13400000	13500000	0.59176
GRCr8:chr10	13500000	13600000	0.4057
GRCr8:chr10	13600000	13700000	0.33321
GRCr8:chr10	13700000	13800000	0.30758
GRCr8:chr10	13800000	13900000	0.50828
GRCr8:chr10	13900000	14000000	0.34075
GRCr8:chr10	14000000	14100000	0.26333
GRCr8:chr10	14100000	14200000	0.20433
GRCr8:chr10	14200000	14300000	0.33929
GRCr8:chr10	14300000	14400000	0.42541
GRCr8:chr10	14400000	14500000	0.2058
GRCr8:chr10	14500000	14600000	0.28223
GRCr8:chr10	14600000	14700000	0.23678
GRCr8:chr10	14700000	14800000	0.25828
GRCr8:chr10	14800000	14900000	0.37395
GRCr8:chr10	14900000	15000000	0.12509
GRCr8:chr10	15000000	15100000	0.21818
GRCr8:chr10	15100000	15200000	0.24935
GRCr8:chr10	15200000	15300000	0.36177
GRCr8:chr10	15300000	15400000	0.12925
GRCr8:chr10	15400000	15500000	0.25019
GRCr8:chr10	15500000	15600000	0.38983
GRCr8:chr10	15600000	15700000	0.39966
GRCr8:chr10	15700000	15800000	0.4262
GRCr8:chr10	15800000	15900000	0.3391
GRCr8:chr10	15900000	16000000	0.37221
GRCr8:chr10	16000000	16100000	0.37943
GRCr8:chr10	16100000	16200000	0.2846
GRCr8:chr10	16200000	16300000	0.21953
GRCr8:chr10	16300000	16400000	0.26695
GRCr8:chr10	16400000	16500000	0.28032
GRCr8:chr10	16500000	16600000	0.33489
GRCr8:chr10	16600000	16700000	0.35173
GRCr8:chr10	16700000	16800000	0.32017
GRCr8:chr10	16800000	16900000	0.38165
GRCr8:chr10	16900000	17000000	0.32873
GRCr8:chr10	17000000	17100000	0.28771
GRCr8:chr10	17100000	17200000	0.27671
GRCr8:chr10	17200000	17300000	0.26785
GRCr8:chr10	17300000	17400000	0.27853
GRCr8:chr10	17400000	17500000	0.34221
GRCr8:chr10	17500000	17600000	0.46578
GRCr8:chr10	17600000	17700000	0.3077
GRCr8:chr10	17700000	17800000	0.30187
GRCr8:chr10	17800000	17900000	0.35018
GRCr8:chr10	17900000	18000000	0.37402
GRCr8:chr10	18000000	18100000	0.26719
GRCr8:chr10	18100000	18200000	0.46172
GRCr8:chr10	18200000	18300000	0.22114
GRCr8:chr10	18300000	18400000	0.28483
GRCr8:chr10	18400000	18500000	0.25779
GRCr8:chr10	18500000	18600000	0.44797
GRCr8:chr10	18600000	18700000	0.35398
GRCr8:chr10	18700000	18800000	0.24389
GRCr8:chr10	18800000	18900000	0.24374
GRCr8:chr10	18900000	19000000	0.25595
GRCr8:chr10	19000000	19100000	0.28176
GRCr8:chr10	19100000	19200000	0.26757
GRCr8:chr10	19200000	19300000	0.2515
GRCr8:chr10	19300000	19400000	0.16375
GRCr8:chr10	19400000	19500000	0.17669
GRCr8:chr10	19500000	19600000	0.15974
GRCr8:chr10	19600000	19700000	0.29325
GRCr8:chr10	19700000	19800000	0.46294
GRCr8:chr10	19800000	19900000	0.33473
GRCr8:chr10	19900000	20000000	0.43864
GRCr8:chr10	20000000	20100000	0.32751
GRCr8:chr10	20100000	20200000	0.26734
GRCr8:chr10	20200000	20300000	0.16783
GRCr8:chr10	20300000	20400000	0.18768
GRCr8:chr10	20400000	20500000	0.14964
GRCr8:chr10	20500000	20600000	0.16175
GRCr8:chr10	20600000	20700000	0.38346
GRCr8:chr10	20700000	20800000	0.42283
GRCr8:chr10	20800000	20900000	0.36156
GRCr8:chr10	20900000	21000000	0.28306
GRCr8:chr10	21000000	21100000	0.19005
GRCr8:chr10	21100000	21200000	0.28461
